,date,DR. NO,DATE OCC,TIME OCC,AREA,AREA NAME,RD,Crm Cd,crime_desc,Status,Status Desc,LOCATION,Cross Street,lonlat,rape,lon,lat
202111,2015-03-03,151208260,02/08/2015 12:00:00 AM,400,12,77th Street,1249,121,"RAPE, FORCIBLE",IC,Invest Cont,         FIGUEROA                     ST,   GAGE                         AV,"33.9824, -118.2827",1,33.9824, -118.2827
202286,2015-02-09,151900625,02/08/2015 12:00:00 AM,300,19,Mission,1924,122,"RAPE, ATTEMPTED",AO,Adult Other,12600    SAN FERNANDO                 RD,,"34.2913, -118.4502",1,34.2913, -118.4502
202339,2015-02-10,152006036,02/08/2015 12:00:00 AM,1200,20,Olympic,2053,121,"RAPE, FORCIBLE",IC,Invest Cont,  900 S  OXFORD                       AV,,"34.0541, -118.3074",1,34.0541, -118.3074
202406,2015-02-08,150106436,02/07/2015 12:00:00 AM,2200,1,Central,134,121,"RAPE, FORCIBLE",IC,Invest Cont,         3RD                          ST,   HILL                         ST,"34.0517, -118.2491",1,34.0517, -118.2491
202530,2015-02-07,150606496,02/07/2015 12:00:00 AM,30,6,Hollywood,647,121,"RAPE, FORCIBLE",IC,Invest Cont,         HOLLYWOOD,   HOLLYWOOD,"34.0983, -118.3145",1,34.0983, -118.3145
202589,2015-03-08,150706889,02/07/2015 12:00:00 AM,1900,7,Wilshire,765,121,"RAPE, FORCIBLE",IC,Invest Cont, 1500 S  SYCAMORE                     AV,,"34.0466, -118.3486",1,34.0466, -118.3486
202926,2015-02-08,151805676,02/07/2015 12:00:00 AM,1800,18,Southeast,1822,121,"RAPE, FORCIBLE",AO,Adult Other,10300 S  BROADWAY,,"33.9428, -118.2781",1,33.9428, -118.2781
203194,2015-02-07,150606447,02/06/2015 12:00:00 AM,530,6,Hollywood,648,121,"RAPE, FORCIBLE",AO,Adult Other,         WESTERN,   SUNSET,"34.0981, -118.3093",1,34.0981, -118.3093
203424,2015-03-20,151209504,02/06/2015 12:00:00 AM,1100,12,77th Street,1215,121,"RAPE, FORCIBLE",AO,Adult Other, 1000 W  57TH                         ST,,"33.9905, -118.2915",1,33.9905, -118.2915
203526,2015-02-06,151605353,02/06/2015 12:00:00 AM,1830,16,Foothill,1617,122,"RAPE, ATTEMPTED",IC,Invest Cont,         SHERMAN GROVE,   FOOTHILL,"34.2597, -118.3199",1,34.2597, -118.3199
203619,2015-02-09,151806094,02/06/2015 12:00:00 AM,1300,18,Southeast,1821,121,"RAPE, FORCIBLE",IC,Invest Cont,  800 W  COLDEN                       AV,,"33.9492, -118.2893",1,33.9492, -118.2893
203734,2015-02-06,150100604,02/05/2015 12:00:00 AM,2200,1,Central,142,121,"RAPE, FORCIBLE",IC,Invest Cont,         5TH                          ST,   FLOWER                       ST,"34.0516, -118.2561",1,34.0516, -118.2561
203827,2015-04-30,150509300,02/05/2015 12:00:00 AM,1,5,Harbor,508,121,"RAPE, FORCIBLE",IC,Invest Cont,23500 S  WESTERN                      AV,,"33.8127, -118.3089",1,33.8127, -118.3089
203971,2015-11-09,150817323,02/05/2015 12:00:00 AM,1500,8,West LA,809,121,"RAPE, FORCIBLE",IC,Invest Cont, 1500 N  BEVERLY                      DR,,"34.0976, -118.4147",1,34.0976, -118.4147
204043,2015-02-06,151200556,02/05/2015 12:00:00 AM,30,12,77th Street,1219,121,"RAPE, FORCIBLE",AO,Adult Other, 5500 S  FIGUEROA                     ST,,"33.9924, -118.2827",1,33.9924, -118.2827
204091,2015-04-03,151210399,02/05/2015 12:00:00 AM,600,12,77th Street,1269,121,"RAPE, FORCIBLE",IC,Invest Cont,  700 E  82ND                         ST,,"33.9647, -118.2629",1,33.9647, -118.2629
204231,2015-02-08,151705756,02/05/2015 12:00:00 AM,2330,17,Devonshire,1752,121,"RAPE, FORCIBLE",AO,Adult Other,10000    DE SOTO                      AV,,"34.2518, -118.5886",1,34.2518, -118.5886
204512,2015-02-04,150606331,02/04/2015 12:00:00 AM,1,6,Hollywood,638,121,"RAPE, FORCIBLE",IC,Invest Cont, 1700 N  WESTERN                      AV,,"34.1017, -118.3093",1,34.1017, -118.3093
205063,2015-02-07,150200558,02/03/2015 12:00:00 AM,1830,2,Rampart,221,121,"RAPE, FORCIBLE",AO,Adult Other,  400 N  KENMORE                      AV,,"34.0777, -118.2969",1,34.0777, -118.2969
206381,2015-02-01,150105933,02/01/2015 12:00:00 AM,430,1,Central,143,121,"RAPE, FORCIBLE",IC,Invest Cont,  200 W  5TH                          ST,,"34.0474, -118.2496",1,34.0474, -118.2496
206454,2015-05-01,150210534,02/01/2015 12:00:00 AM,1,2,Rampart,269,121,"RAPE, FORCIBLE",JA,Juv Arrest, 1500 W  8TH                          ST,,"34.0511, -118.2707",1,34.0511, -118.2707
206485,2015-10-29,150323512,02/01/2015 12:00:00 AM,1,3,Southwest,321,121,"RAPE, FORCIBLE",IC,Invest Cont, 3400 S  LA BREA                      AV,,"34.0232, -118.3554",1,34.0232, -118.3554
206513,2015-02-01,150505417,02/01/2015 12:00:00 AM,5,5,Harbor,566,121,"RAPE, FORCIBLE",IC,Invest Cont,         13TH,   MESA,"33.7324, -118.2857",1,33.7324, -118.2857
206606,2015-02-02,150800636,02/01/2015 12:00:00 AM,2330,8,West LA,831,121,"RAPE, FORCIBLE",IC,Invest Cont, 1100 S  BUNDY                        DR,,"34.0465, -118.4683",1,34.0465, -118.4683
206742,2015-04-23,151109618,02/01/2015 12:00:00 AM,1900,11,Northeast,1172,121,"RAPE, FORCIBLE",JA,Juv Arrest,         SCOTT                        PL,   OCCIDENTAL                   BL,"34.0853, -118.2697",1,34.0853, -118.2697
206878,2015-03-10,151409249,02/01/2015 12:00:00 AM,100,14,Pacific,1407,121,"RAPE, FORCIBLE",AO,Adult Other, 3600 S  VINTON                       AV,,"34.0255, -118.4063",1,34.0255, -118.4063
206918,2015-02-07,151506099,02/01/2015 12:00:00 AM,1200,15,N Hollywood,1529,121,"RAPE, FORCIBLE",IC,Invest Cont, 6100    VINELAND                     AV,,"34.1813, -118.3703",1,34.1813, -118.3703
206928,2015-08-01,151515782,02/01/2015 12:00:00 AM,330,15,N Hollywood,1526,121,"RAPE, FORCIBLE",AO,Adult Other,11400    CALVERT                      ST,,"34.1813, -118.3790",1,34.1813, -118.3790
207007,2015-07-21,151713264,02/01/2015 12:00:00 AM,1,17,Devonshire,1767,121,"RAPE, FORCIBLE",IC,Invest Cont,         VINCENNES                    ST,   RESEDA                       BL,"34.2410, -118.5361",1,34.2410, -118.5361
207043,2015-02-06,151805584,02/01/2015 12:00:00 AM,330,18,Southeast,1862,121,"RAPE, FORCIBLE",IC,Invest Cont,11600 S  MAIN                         ST,,"33.9292, -118.2739",1,33.9292, -118.2739
207044,2015-02-17,151806476,02/01/2015 12:00:00 AM,1200,18,Southeast,1801,121,"RAPE, FORCIBLE",IC,Invest Cont, 8700    ORCHARD                      AV,,"33.9590, -118.2881",1,33.9590, -118.2881
207046,2015-03-15,151807524,02/01/2015 12:00:00 AM,1,18,Southeast,1822,121,"RAPE, FORCIBLE",IC,Invest Cont,  100 E  95TH                         ST,,"33.9502, -118.2739",1,33.9502, -118.2739
207080,2015-02-27,151907017,02/01/2015 12:00:00 AM,1130,19,Mission,1909,121,"RAPE, FORCIBLE",IC,Invest Cont,13700    ALGRANTI                     AV,,"34.3219, -118.4078",1,34.3219, -118.4078
207112,2015-02-03,152005691,02/01/2015 12:00:00 AM,2330,20,Olympic,2015,121,"RAPE, FORCIBLE",IC,Invest Cont,  100 N  NORMANDIE                    AV,,"34.0738, -118.3004",1,34.0738, -118.3004
207379,2015-01-31,150800633,01/31/2015 12:00:00 AM,520,8,West LA,889,121,"RAPE, FORCIBLE",AA,Adult Arrest, 2000 S  HOLT                         AV,,"34.0412, -118.3813",1,34.0412, -118.3813
207608,2015-02-01,151400534,01/31/2015 12:00:00 AM,1030,14,Pacific,1434,121,"RAPE, FORCIBLE",AO,Adult Other,      S  PALMS                        BL,   BEETHOVEN                    ST,"34.0064, -118.4462",1,34.0064, -118.4462
207836,2015-02-01,152105429,01/31/2015 12:00:00 AM,2130,21,Topanga,2175,121,"RAPE, FORCIBLE",JO,Juv Other, 5600    FAUST                        AV,,"34.1727, -118.6199",1,34.1727, -118.6199
208097,2015-02-07,150805521,01/30/2015 12:00:00 AM,2130,8,West LA,832,121,"RAPE, FORCIBLE",IC,Invest Cont,11800    GOSHEN                       AV,,"34.0491, -118.4633",1,34.0491, -118.4633
209174,2015-02-01,151805398,01/29/2015 12:00:00 AM,200,18,Southeast,1832,121,"RAPE, FORCIBLE",IC,Invest Cont,         105TH                        ST,   FIGUEROA                     ST,"33.9410, -118.2826",1,33.9410, -118.2826
209322,2015-01-29,150300574,01/28/2015 12:00:00 AM,2100,3,Southwest,321,122,"RAPE, ATTEMPTED",AA,Adult Arrest, 5700    CORBETT                      ST,,"34.0249, -118.3690",1,34.0249, -118.3690
209362,2015-02-01,150400561,01/28/2015 12:00:00 AM,800,4,Hollenbeck,464,121,"RAPE, FORCIBLE",IC,Invest Cont,         CESAR E CHAVEZ,   SOTO,"34.0468, -118.2078",1,34.0468, -118.2078
209623,2015-01-29,151205966,01/28/2015 12:00:00 AM,1830,12,77th Street,1249,121,"RAPE, FORCIBLE",AA,Adult Arrest, 7100 S  FIGUEROA                     ST,,"33.9753, -118.2827",1,33.9753, -118.2827
209995,2015-01-31,150305858,01/27/2015 12:00:00 AM,2100,3,Southwest,313,121,"RAPE, FORCIBLE",IC,Invest Cont,      W  ADAMS                        BL,   CRENSHAW                     BL,"34.0326, -118.3350",1,34.0326, -118.3350
210264,2015-03-20,151107879,01/27/2015 12:00:00 AM,2300,11,Northeast,1181,121,"RAPE, FORCIBLE",AO,Adult Other, 1100    WATERLOO                     ST,,"34.0785, -118.2670",1,34.0785, -118.2670
210345,2015-01-27,151405857,01/27/2015 12:00:00 AM,1000,14,Pacific,1406,121,"RAPE, FORCIBLE",AO,Adult Other,         MENTONE                      AV,S  PALMS,"34.0243, -118.4084",1,34.0243, -118.4084
210396,2015-05-20,151414961,01/27/2015 12:00:00 AM,1200,14,Pacific,1412,121,"RAPE, FORCIBLE",AO,Adult Other,  500    OCEAN FRONT                  WK,,"33.9933, -118.4792",1,33.9933, -118.4792
210632,2015-01-27,150200541,01/26/2015 12:00:00 AM,2100,2,Rampart,219,121,"RAPE, FORCIBLE",IC,Invest Cont, 1200 W  SUNSET                       BL,,"34.0682, -118.2502",1,34.0682, -118.2502
210673,2015-03-26,150208735,01/26/2015 12:00:00 AM,700,2,Rampart,249,121,"RAPE, FORCIBLE",IC,Invest Cont,  300    LUCAS                        AV,,"34.0583, -118.2616",1,34.0583, -118.2616
210790,2015-01-28,150505250,01/26/2015 12:00:00 AM,600,5,Harbor,501,121,"RAPE, FORCIBLE",IC,Invest Cont,         187TH,   EVELYN,"33.8612, -118.3026",1,33.8612, -118.3026
210794,2015-01-26,150605666,01/26/2015 12:00:00 AM,330,6,Hollywood,646,121,"RAPE, FORCIBLE",AO,Adult Other, 1500    CASSIL                       PL,,"34.0980, -118.3338",1,34.0980, -118.3338
210824,2015-01-27,150605762,01/26/2015 12:00:00 AM,2030,6,Hollywood,667,121,"RAPE, FORCIBLE",AO,Adult Other,         SUNSET                       BL,   BRONSON,"34.0981, -118.3180",1,34.0981, -118.3180
211272,2015-01-26,152005253,01/26/2015 12:00:00 AM,1100,20,Olympic,2058,121,"RAPE, FORCIBLE",AO,Adult Other,  900    ARAPAHOE                     ST,,"34.0550, -118.2854",1,34.0550, -118.2854
211397,2015-01-26,150105569,01/25/2015 12:00:00 AM,1,1,Central,155,121,"RAPE, FORCIBLE",AO,Adult Other,  200 E  6TH                          ST,,"34.0446, -118.2490",1,34.0446, -118.2490
211891,2015-02-18,151806270,01/25/2015 12:00:00 AM,1,18,Southeast,1821,121,"RAPE, FORCIBLE",AO,Adult Other,  700 W  COLDEN                       AV,,"33.9492, -118.2869",1,33.9492, -118.2869
211982,2015-01-27,152105196,01/25/2015 12:00:00 AM,1500,21,Topanga,2113,121,"RAPE, FORCIBLE",AA,Adult Arrest, 7900    MAYNARD                      AV,                                BL,"0.0000, 0.0000",1,0.0000, 0.0000
212049,2015-01-25,150300566,01/24/2015 12:00:00 AM,1030,3,Southwest,394,121,"RAPE, FORCIBLE",JA,Juv Arrest, 2400 W  VERNON                       AV,,"34.0037, -118.3193",1,34.0037, -118.3193
212133,2015-01-24,150505083,01/24/2015 12:00:00 AM,900,5,Harbor,516,121,"RAPE, FORCIBLE",AO,Adult Other,         FRIES,   PACIFIC COAST,"33.7910, -118.2657",1,33.7910, -118.2657
212363,2015-01-28,151205845,01/24/2015 12:00:00 AM,2200,12,77th Street,1251,121,"RAPE, FORCIBLE",AO,Adult Other, 7200    10TH                         AV,,"33.9746, -118.3286",1,33.9746, -118.3286
212660,2015-02-11,152105853,01/24/2015 12:00:00 AM,1200,21,Topanga,2138,121,"RAPE, FORCIBLE",AO,Adult Other,20400    SATICOY                      ST,,"34.2083, -118.5776",1,34.2083, -118.5776
212670,2015-01-23,150105372,01/23/2015 12:00:00 AM,300,1,Central,171,121,"RAPE, FORCIBLE",IC,Invest Cont,  900 W  OLYMPIC                      BL,,"34.0454, -118.2657",1,34.0454, -118.2657
212825,2015-01-23,150700554,01/23/2015 12:00:00 AM,1930,7,Wilshire,758,121,"RAPE, FORCIBLE",IC,Invest Cont, 1100 S  VICTORIA                     AV,,"34.0535, -118.3250",1,34.0535, -118.3250
213019,2015-01-24,151205550,01/23/2015 12:00:00 AM,1445,12,77th Street,1268,121,"RAPE, FORCIBLE",AA,Adult Arrest,  200 W  85TH                         PL,,"33.9608, -118.2761",1,33.9608, -118.2761
213170,2015-01-28,151505548,01/23/2015 12:00:00 AM,1600,15,N Hollywood,1591,121,"RAPE, FORCIBLE",AO,Adult Other,12800    VENTURA                      BL,,"34.1448, -118.4117",1,34.1448, -118.4117
213333,2015-01-23,152104982,01/23/2015 12:00:00 AM,1030,21,Topanga,2177,121,"RAPE, FORCIBLE",AA,Adult Arrest, 5500    OWENSMOUTH                   AV,,"34.1722, -118.6019",1,34.1722, -118.6019
213656,2015-01-22,151004798,01/22/2015 12:00:00 AM,1950,10,West Valley,1023,122,"RAPE, ATTEMPTED",IC,Invest Cont,         OXNARD,   ZELZAH                       AV,"34.1802, -118.5230",1,34.1802, -118.5230
213876,2015-01-22,151704932,01/22/2015 12:00:00 AM,1900,17,Devonshire,1717,121,"RAPE, FORCIBLE",IC,Invest Cont,         RUFFNER,   RINALDI,"34.2793, -118.4978",1,34.2793, -118.4978
214064,2015-01-21,150105275,01/21/2015 12:00:00 AM,50,1,Central,159,121,"RAPE, FORCIBLE",IC,Invest Cont,         7TH,   ALAMEDA,"34.0349, -118.2386",1,34.0349, -118.2386
214685,2015-01-26,152005306,01/21/2015 12:00:00 AM,2300,20,Olympic,2062,121,"RAPE, FORCIBLE",AO,Adult Other,  900 S  GRAMERCY                     DR,,"34.0536, -118.3122",1,34.0536, -118.3122
214950,2015-01-22,150804807,01/20/2015 12:00:00 AM,1415,8,West LA,885,122,"RAPE, ATTEMPTED",IC,Invest Cont,10600 W  PICO                         BL,,"34.0435, -118.4220",1,34.0435, -118.4220
215350,2015-08-21,151916749,01/20/2015 12:00:00 AM,2200,19,Mission,1984,121,"RAPE, FORCIBLE",IC,Invest Cont, 8600    CEDROS                       AV,,"34.2265, -118.4536",1,34.2265, -118.4536
215379,2015-03-23,152008023,01/20/2015 12:00:00 AM,500,20,Olympic,2088,121,"RAPE, FORCIBLE",IC,Invest Cont, 1700 S  WESTMORELAND                 AV,,"34.0433, -118.2892",1,34.0433, -118.2892
215400,2015-01-22,152104979,01/20/2015 12:00:00 AM,2000,21,Topanga,2126,121,"RAPE, FORCIBLE",IC,Invest Cont, 7600    MILWOOD                      AV,,"34.2083, -118.5943",1,34.2083, -118.5943
215598,2015-01-19,150804705,01/19/2015 12:00:00 AM,345,8,West LA,813,121,"RAPE, FORCIBLE",AO,Adult Other,  800    NORMAN                       PL,,"34.0743, -118.4791",1,34.0743, -118.4791
216005,2015-02-13,150206408,01/18/2015 12:00:00 AM,2100,2,Rampart,271,121,"RAPE, FORCIBLE",IC,Invest Cont,  900 S  ALVARADO                     ST,,"34.0534, -118.2788",1,34.0534, -118.2788
216068,2015-01-18,150504781,01/18/2015 12:00:00 AM,400,5,Harbor,528,121,"RAPE, FORCIBLE",IC,Invest Cont, 1400    PACIFIC COAST                HY,,"33.7910, -118.2468",1,33.7910, -118.2468
216906,2015-01-18,151205140,01/17/2015 12:00:00 AM,1,12,77th Street,1257,121,"RAPE, FORCIBLE",IC,Invest Cont,  900 W  79TH                         ST,,"33.9678, -118.2893",1,33.9678, -118.2893
217403,2015-01-17,150605155,01/16/2015 12:00:00 AM,2359,6,Hollywood,666,121,"RAPE, FORCIBLE",IC,Invest Cont,         VINE                         ST,   FOUNTAIN,"34.0944, -118.3266",1,34.0944, -118.3266
217452,2015-01-25,150800625,01/16/2015 12:00:00 AM,1730,8,West LA,827,121,"RAPE, FORCIBLE",AO,Adult Other,11600    MONTANA                      AV,,"34.0570, -118.4646",1,34.0570, -118.4646
217520,2015-01-17,150904691,01/16/2015 12:00:00 AM,600,9,Van Nuys,911,121,"RAPE, FORCIBLE",AO,Adult Other,15500    VICTORY                      BL,,"34.1867, -118.4669",1,34.1867, -118.4669
217703,2015-01-17,151405129,01/16/2015 12:00:00 AM,300,14,Pacific,1441,121,"RAPE, FORCIBLE",IC,Invest Cont, 2300    CLEMENT                      AV,,"33.9873, -118.4612",1,33.9873, -118.4612
218207,2015-01-16,150904647,01/15/2015 12:00:00 AM,1930,9,Van Nuys,941,121,"RAPE, FORCIBLE",AO,Adult Other,         SHERMAN                      WY,   KESTER                       AV,"34.2012, -118.4574",1,34.2012, -118.4574
218366,2015-01-15,151304731,01/15/2015 12:00:00 AM,1315,13,Newton,1323,121,"RAPE, FORCIBLE",IC,Invest Cont,  900 E  ADAMS                        BL,,"34.0199, -118.2575",1,34.0199, -118.2575
218653,2015-01-15,150100542,01/14/2015 12:00:00 AM,130,1,Central,142,121,"RAPE, FORCIBLE",IC,Invest Cont,  400 S  FIGUEROA                     ST,,"34.0535, -118.2560",1,34.0535, -118.2560
218884,2015-11-12,150717113,01/14/2015 12:00:00 AM,1,7,Wilshire,745,121,"RAPE, FORCIBLE",IC,Invest Cont, 5400    SAN VICENTE                  BL,,"34.0531, -118.3517",1,34.0531, -118.3517
219195,2015-01-14,151700521,01/14/2015 12:00:00 AM,1745,17,Devonshire,1723,121,"RAPE, FORCIBLE",AO,Adult Other,10400    MASON                        AV,,"34.2593, -118.5798",1,34.2593, -118.5798
219342,2015-01-15,150100549,01/13/2015 12:00:00 AM,900,1,Central,153,121,"RAPE, FORCIBLE",IC,Invest Cont,  500 S  SPRING                       ST,,"34.0474, -118.2496",1,34.0474, -118.2496
219398,2015-01-15,150300543,01/13/2015 12:00:00 AM,1100,3,Southwest,391,121,"RAPE, FORCIBLE",IC,Invest Cont,         DON RICARDO                  DR,   DON DIABLO                   DR,"0.0000, 0.0000",1,0.0000, 0.0000
219792,2015-02-02,151505819,01/13/2015 12:00:00 AM,2100,15,N Hollywood,1549,121,"RAPE, FORCIBLE",AO,Adult Other,11300    BURBANK                      BL,,"34.1722, -118.3771",1,34.1722, -118.3771
220106,2015-01-12,150604713,01/12/2015 12:00:00 AM,1300,6,Hollywood,649,121,"RAPE, FORCIBLE",IC,Invest Cont, 5200 W  SUNSET                       BL,,"34.0981, -118.3032",1,34.0981, -118.3032
220457,2015-04-02,151607483,01/12/2015 12:00:00 AM,2359,16,Foothill,1677,121,"RAPE, FORCIBLE",AO,Adult Other, 7500    GLENOAKS                     BL,,"34.2068, -118.3416",1,34.2068, -118.3416
221486,2015-01-11,150904409,01/10/2015 12:00:00 AM,2330,9,Van Nuys,906,121,"RAPE, FORCIBLE",AO,Adult Other,14400    VALERIO                      ST,,"34.2048, -118.4468",1,34.2048, -118.4468
221699,2015-01-11,151404706,01/10/2015 12:00:00 AM,1800,14,Pacific,1457,121,"RAPE, FORCIBLE",IC,Invest Cont,         CULVER,   CENTINELA,"33.9871, -118.4160",1,33.9871, -118.4160
221761,2015-01-11,151604326,01/10/2015 12:00:00 AM,2300,16,Foothill,1655,121,"RAPE, FORCIBLE",AO,Adult Other,10100    ORCAS                        AV,,"34.2541, -118.3686",1,34.2541, -118.3686
221862,2015-01-10,152004462,01/10/2015 12:00:00 AM,400,20,Olympic,2033,121,"RAPE, FORCIBLE",AO,Adult Other,  700 S  HARVARD                      BL,,"34.0597, -118.3042",1,34.0597, -118.3042
221883,2015-01-11,152004520,01/10/2015 12:00:00 AM,600,20,Olympic,2023,121,"RAPE, FORCIBLE",AO,Adult Other,  400 S  HOBART                       BL,,"34.0672, -118.3054",1,34.0672, -118.3054
221884,2015-01-11,152004521,01/10/2015 12:00:00 AM,600,20,Olympic,2023,121,"RAPE, FORCIBLE",AO,Adult Other,  400 S  HOBART                       BL,,"34.0672, -118.3054",1,34.0672, -118.3054
221978,2015-01-11,150204519,01/09/2015 12:00:00 AM,2200,2,Rampart,248,121,"RAPE, FORCIBLE",AA,Adult Arrest,  300    LOMA                         DR,,"34.0599, -118.2655",1,34.0599, -118.2655
221987,2015-01-11,150300531,01/09/2015 12:00:00 AM,1930,3,Southwest,376,121,"RAPE, FORCIBLE",IC,Invest Cont,         MARTIN LUTHER KING JR,   HARVARD,"34.0109, -118.3067",1,34.0109, -118.3067
222291,2015-01-09,151200521,01/09/2015 12:00:00 AM,2045,12,77th Street,1268,122,"RAPE, ATTEMPTED",AO,Adult Other, 8500    WALL                         ST,,"33.9610, -118.2717",1,33.9610, -118.2717
222744,2015-01-11,150304561,01/08/2015 12:00:00 AM,2230,3,Southwest,394,121,"RAPE, FORCIBLE",IC,Invest Cont, 2500 W  VERNON                       AV,,"34.0037, -118.3203",1,34.0037, -118.3203
223085,2015-01-08,151404516,01/08/2015 12:00:00 AM,1400,14,Pacific,1483,121,"RAPE, FORCIBLE",AO,Adult Other, 7700    REDLANDS                     ST,,"33.9587, -118.4328",1,33.9587, -118.4328
223281,2015-07-08,152012979,01/08/2015 12:00:00 AM,1600,20,Olympic,2031,121,"RAPE, FORCIBLE",IC,Invest Cont, 3900    INGRAHAM                     ST,,"34.0607, -118.3112",1,34.0607, -118.3112
223430,2015-01-07,150404350,01/07/2015 12:00:00 AM,1900,4,Hollenbeck,491,121,"RAPE, FORCIBLE",IC,Invest Cont, 1700 S  SOTO                         ST,,"34.0190, -118.2201",1,34.0190, -118.2201
224021,2015-01-07,150304375,01/06/2015 12:00:00 AM,200,3,Southwest,375,121,"RAPE, FORCIBLE",IC,Invest Cont,      S  WESTERN,W  MARTIN LUTHER KING JR        BL,"34.0109, -118.3089",1,34.0109, -118.3089
224422,2015-01-10,151600539,01/06/2015 12:00:00 AM,100,16,Foothill,1663,121,"RAPE, FORCIBLE",AO,Adult Other, 9400    SAN FERNANDO                 RD,,"34.2401, -118.3946",1,34.2401, -118.3946
